Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,print-position-2,packaging,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,kapacitet,vikt,dimensioner,version,certifikat,"original-64 GB-50","original-64 GB-100","original-64 GB-250","original-64 GB-500","original-64 GB-1000","original-64 GB-2500","original-64 GB-5000","original-128 GB-50","original-128 GB-100","original-128 GB-250","original-128 GB-500","original-128 GB-1000","original-128 GB-2500","original-128 GB-5000","original-256 GB-50","original-256 GB-100","original-256 GB-250","original-256 GB-500","original-256 GB-1000","original-256 GB-2500","original-256 GB-5000","original-512 GB-50","original-512 GB-100","original-512 GB-250","original-512 GB-500","original-512 GB-1000","original-512 GB-2500","original-512 GB-5000",original-1TB-50,original-1TB-100,original-1TB-250,original-1TB-500,original-1TB-1000,original-1TB-2500,original-1TB-5000,"original-4 GB-50","original-4 GB-100","original-4 GB-250","original-4 GB-500","original-4 GB-1000","original-4 GB-2500","original-4 GB-5000","original-8 GB-50","original-8 GB-100","original-8 GB-250","original-8 GB-500","original-8 GB-1000","original-8 GB-2500","original-8 GB-5000","original-16 GB-50","original-16 GB-100","original-16 GB-250","original-16 GB-500","original-16 GB-1000","original-16 GB-2500","original-16 GB-5000","original-32 GB-50","original-32 GB-100","original-32 GB-250","original-32 GB-500","original-32 GB-1000","original-32 GB-2500","original-32 GB-5000",accessories,"oem-tlc-1 GB-50","oem-tlc-1 GB-100","oem-tlc-1 GB-250","oem-tlc-1 GB-500","oem-tlc-1 GB-1000","oem-tlc-1 GB-2500","oem-tlc-1 GB-5000","oem-tlc-2 GB-50","oem-tlc-2 GB-100","oem-tlc-2 GB-250","oem-tlc-2 GB-500","oem-tlc-2 GB-1000","oem-tlc-2 GB-2500","oem-tlc-2 GB-5000","oem-tlc-4 GB-50","oem-tlc-4 GB-100","oem-tlc-4 GB-250","oem-tlc-4 GB-500","oem-tlc-4 GB-1000","oem-tlc-4 GB-2500","oem-tlc-4 GB-5000","oem-tlc-8 GB-50","oem-tlc-8 GB-100","oem-tlc-8 GB-250","oem-tlc-8 GB-500","oem-tlc-8 GB-1000","oem-tlc-8 GB-2500","oem-tlc-8 GB-5000","oem-tlc-16 GB-50","oem-tlc-16 GB-100","oem-tlc-16 GB-250","oem-tlc-16 GB-500","oem-tlc-16 GB-1000","oem-tlc-16 GB-2500","oem-tlc-16 GB-5000","oem-tlc-32 GB-50","oem-tlc-32 GB-100","oem-tlc-32 GB-250","oem-tlc-32 GB-500","oem-tlc-32 GB-1000","oem-tlc-32 GB-2500","oem-tlc-32 GB-5000","oem-tlc-64 GB-50","oem-tlc-64 GB-100","oem-tlc-64 GB-250","oem-tlc-64 GB-500","oem-tlc-64 GB-1000","oem-tlc-64 GB-2500","oem-tlc-64 GB-5000","oem_mlc-1 GB-50","oem_mlc-1 GB-100","oem_mlc-1 GB-250","oem_mlc-1 GB-500","oem_mlc-1 GB-1000","oem_mlc-1 GB-2500","oem_mlc-1 GB-5000","oem_mlc-2 GB-50","oem_mlc-2 GB-100","oem_mlc-2 GB-250","oem_mlc-2 GB-500","oem_mlc-2 GB-1000","oem_mlc-2 GB-2500","oem_mlc-2 GB-5000","oem_mlc-4 GB-50","oem_mlc-4 GB-100","oem_mlc-4 GB-250","oem_mlc-4 GB-500","oem_mlc-4 GB-1000","oem_mlc-4 GB-2500","oem_mlc-4 GB-5000","oem_mlc-8 GB-50","oem_mlc-8 GB-100","oem_mlc-8 GB-250","oem_mlc-8 GB-500","oem_mlc-8 GB-1000","oem_mlc-8 GB-2500","oem_mlc-8 GB-5000","oem_mlc-16 GB-50","oem_mlc-16 GB-100","oem_mlc-16 GB-250","oem_mlc-16 GB-500","oem_mlc-16 GB-1000","oem_mlc-16 GB-2500","oem_mlc-16 GB-5000","oem_mlc-32 GB-50","oem_mlc-32 GB-100","oem_mlc-32 GB-250","oem_mlc-32 GB-500","oem_mlc-32 GB-1000","oem_mlc-32 GB-2500","oem_mlc-32 GB-5000","oem_mlc-64 GB-50","oem_mlc-64 GB-100","oem_mlc-64 GB-250","oem_mlc-64 GB-500","oem_mlc-64 GB-1000","oem_mlc-64 GB-2500","oem_mlc-64 GB-5000","original-1 GB-50","original-1 GB-100","original-1 GB-250","original-1 GB-500","original-1 GB-1000","original-1 GB-2500","original-1 GB-5000","original-2 GB-50","original-2 GB-100","original-2 GB-250","original-2 GB-500","original-2 GB-1000","original-2 GB-2500","original-2 GB-5000"
43,"Rectangle USB",20014,"Ett fyrkantigt USB minne för naturens bästa! Helt i trä - ljus eller mörk färg. Lämplig att förse med antingen tryckt eller graverad logga.","Ett fyrkantigt USB minne för naturens bästa! Helt i trä - ljus eller mörk färg. Lämplig att förse med antingen tryckt eller graverad logga.",20014,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75c8406c.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75d187a7.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75db7ea0.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75b9be3b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Rectangle-Pictures.zip"">Rectangle Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Rectangle-Simulation-20170119.pdf"">Rectangle Simulation 20170119</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,261-2b-sv,195-sv,197-sv","556-sv,411-sv,750-sv,456-sv","100 st",8523511000,"Ljusbrun, mörkbrun, rödbrun",84x52mm,"Fullfärgstryck, tampo",Polykarbonat,4GB-64GB,"19 g","84x52,5x1,5mm","USB 2.0",Rohs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,43,42,41,40,39,38,0.0,47,46,45,44,43,42,0.0,49,48,47,46,45,44,0.0,80,79,78,77,74,72,-,0.0,32,31,30,29,28,27,0.0,33,32,31,30,29,28,0.0,34,33,32,31,30,29,0.0,36,35,34,33,32,31,0.0,37,36,35,34,33,32,0.0,46,45,44,43,42,41,-,-,-,-,-,-,-,0.0,37,36,35,34,33,32,0.0,38,37,36,35,34,33,0.0,39,38,37,36,35,34,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37,0.0,52,51,50,49,48,47,-,-,-,-,-,-,-,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37
44,"Oval wood USB",20075,"Spara dina filer på ett miljövänligt sätt! Oval Wood finns i olika träslag och även i bambu. Levereras med eller utan nyckelring. Lämplig både för tryck och gravyr.","Spara dina filer på ett miljövänligt sätt! Oval Wood finns i olika träslag och även i bambu. Levereras med eller utan nyckelring. Lämplig både för tryck och gravyr.",20075,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b759cef83.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75a71a2c.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75b1498f.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7593660b.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Oval-Wood-Pictures.zip"">Oval Wood Pictures</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,195-sv,196-sv,197-sv,199-sv","556-sv,411-sv,750-sv,453-sv,452-sv,456-sv,455-sv","100 st",8523511000,"Ljusbrun, mörkbrun, rödbrun",84x52mm,"Fullfärgstryck, tampo",Polykarbonat,4GB-64GB,"19 g","84x52,5x1,5mm","USB 2.0",Rohs,0.0,112,111,108,105,103,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,46,45,44,43,42,41,0.0,50,49,48,47,46,45,0.0,52,51,50,49,48,47,0.0,83,82,80,78,76,75,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,35,34,33,32,31,30,0.0,36,35,34,33,32,31,0.0,37,36,35,34,33,32,0.0,39,38,37,36,35,34,0.0,40,39,38,37,36,35,0.0,49,48,47,46,45,44,-,-,-,-,-,-,-,0.0,40,39,38,37,36,35,0.0,41,40,39,38,37,36,0.0,41,40,39,38,37,36,0.0,44,43,42,41,40,39,0.0,45,44,43,42,41,40,0.0,54,53,52,51,50,49,0.0,75,74,72,70,69,68,0.0,44,43,42,41,40,39,0.0,45,44,43,42,41,40
45,"ECO twist USB",10153,"Populära Twist även med miljötänk! Tillverkad av återvunnen plast och klara och fräscha färger! På vit modell även möjligt med fullfärgstryck","Populära Twist även med miljötänk! Tillverkad av återvunnen plast och klara och fräscha färger! På vit modell även möjligt med fullfärgstryck",10153,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b755906d2.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b756302dd.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b756bf492.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7576d63e.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b757f037c.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7550064f.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/ECO-Twist-Pictures.zip"">ECO Twist Pictures</a>

&nbsp;

&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/ECO-Twist-Simulation-20181121.pdf"">ECO Twist Simulation 20181121</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,195-sv,196-sv,197-sv,199-sv",750-sv,"100 st",8523511000,"Vit, gul, svart, blå ,röd, grön",84x52mm,"Fullfärgstryck, tampo",Polykarbonat,4GB-64GB,"19 g","84x52,5x1,5mm","USB 2.0",Rohs,0.0,107,105,103,100,99,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,40,39,38,37,36,35,0.0,45,44,43,42,41,40,0.0,47,46,45,44,43,42,0.0,78,77,75,73,72,70,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,30,29,28,27,26,25,0.0,31,30,29,28,27,26,0.0,32,31,30,29,28,27,0.0,34,33,32,31,30,29,0.0,35,34,33,32,31,30,0.0,44,43,42,41,40,39,0.0,64,63,62,61,60,59,0.0,34,33,32,31,30,29,0.0,35,34,33,32,31,30,0.0,36,35,34,33,32,31,0.0,39,38,37,36,35,34,0.0,40,39,38,37,36,35,0.0,49,48,47,46,45,44,0.0,70,69,68,65,64,63,0.0,38,37,36,35,34,33,0.0,39,38,37,36,35,34
46,"ECO slide USB",11245,"Den miljömedvetne behöver inte utesluta plast! Här ett minne till största delen tillverkat av återvunnen plast. Slidefunktion skyddar kontakten när minnet ej används. Stor tryckyta på både fram och baksida. Den vita modellen kan även förses med digital/fullfärgstryck!","Den miljömedvetne behöver inte utesluta plast! Här ett minne till största delen tillverkat av återvunnen plast. Slidefunktion skyddar kontakten när minnet ej används. Stor tryckyta på både fram och baksida. Den vita modellen kan även förses med digital/fullfärgstryck!",11245,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75133f0e.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b751cff3b.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7526af3f.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75325afb.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b753bd2a9.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b75097575.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/ECO-Slide-Pictures.zip"">ECO Slide Pictures</a>

&nbsp;

&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/ECO-Slide-Simulation-20140604_art-no-11245.pdf"">ECO Slide Simulation 20140604_art no 11245</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,195-sv,196-sv,197-sv,199-sv","459-sv,901-sv","100 st",8523511000,"Vit, svart, blå, röd, grön, gul",84x52mm,"Fullfärgstryck, tampo",Polykarbonat,4GB-64GB,"19 g","84x52,5x1,5mm","USB 2.0",Rohs,107,105,103,101,99,97,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,39,38,37,36,35,,45,44,43,42,41,40,,47,46,45,44,43,42,,78,77,76,75,74,73,,"552-sv,karbinhake,650-sv,651-sv,551-sv",30,29,28,27,26,25,,31,30,29,28,27,26,,32,31,30,29,28,27,,34,33,32,31,30,29,,35,34,33,32,31,30,,44,43,42,41,40,39,,64,63,62,61,60,59,,34,33,32,31,30,29,,35,34,33,32,31,30,,36,35,34,33,32,31,,39,38,37,36,35,34,,40,39,38,37,36,35,,49,48,47,46,45,44,,70,69,68,67,66,65,,38,37,36,35,34,33,,39,38,37,36,35,34,
47,"Bamboo square USB",11225,"Bambu är världens snabbast växande växt! Rektangulärt plant USB minne med stora tryckytor på båda sidor. Tar trots sin storlek inte stor plats i USB porten.","Bambu är världens snabbast växande växt! Rektangulärt plant USB minne med stora tryckytor på båda sidor. Tar trots sin storlek inte stor plats i USB porten.",11225,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b74e924eb.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b74f4a9a9.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b74ff1597.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b74de204f.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Bamboo-Square-Pictures.zip"">Bamboo Square Pictures</a>

&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Bamboo-Square_11225_SIM-1.pdf"">Bamboo Square_11225_SIM</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,195-sv,196-sv,197-sv,199-sv",750-sv,"100 st",8523511000,Trä,84x52mm,"Fullfärgstryck, tampo",Polykarbonat,"1GB - 32GB","19 g","84x52,5x1,5mm","USB 2.0",Rohs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,43,42,41,40,39,38,0.0,47,46,45,44,43,42,0.0,49,48,47,46,45,44,0.0,80,79,78,77,74,72,-,0.0,32,31,30,29,28,27,0.0,33,32,31,30,29,28,0.0,34,33,32,31,30,29,0.0,36,35,34,33,32,31,0.0,37,36,35,34,33,32,0.0,46,45,44,43,42,41,-,-,-,-,-,-,-,0.0,37,36,35,34,33,32,0.0,38,37,36,35,34,33,0.0,39,38,37,36,35,34,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37,0.0,52,51,50,49,48,47,-,-,-,-,-,-,-,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37
48,"Turn USB",11268,"Ett exklusivt USB-minne med kontakten inbyggd vilken automatiskt fälls ut när du vrider clipet.","Ett exklusivt USB-minne med kontakten inbyggd vilken automatiskt fälls ut när du vrider clipet.",11268,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b74583b03.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7461acaa.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b746bfd81.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b74745174.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b747cce28.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b744de18e.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Turn-Pictures.zip"">Turn Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Turn-Simulation-20140909.pdf"">Turn Simulation 20140909</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,261-2b-sv,195-sv,196-sv,197-sv,199-sv","556-sv,411-sv,453-sv,452-sv,456-sv,455-sv,901-sv","100 st",8523511000,"Silver, svart, rosa, vit",84x52mm,"Fullfärgstryck, tampo",Polykarbonat,"1GB - 32GB","19 g","84x52,5x1,5mm","USB 2.0",Rohs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,43,42,41,40,39,38,0.0,48,47,46,45,44,43,0.0,50,49,48,47,46,45,0.0,81,80,78,76,75,73,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,33,32,31,30,29,28,0.0,34,33,32,31,30,29,0.0,35,34,33,32,31,30,0.0,37,36,35,34,33,32,0.0,38,37,36,35,34,33,0.0,47,46,45,44,43,42,-,-,-,-,-,-,-,0.0,37,36,35,34,33,32,0.0,38,37,36,35,34,33,0.0,39,38,37,36,35,34,0.0,42,41,40,39,38,37,0.0,43,42,41,40,39,38,0.0,52,51,50,49,48,47,-,-,-,-,-,-,-,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37
49,"Style USB",20018,"Ett elegant, sobert USB minne som ger känsla av kvalitet.","Ett elegant, sobert USB minne som ger känsla av kvalitet.",20018,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b73fad857.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b74048b51.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b740d1668.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b73f1e2bc.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Style-Pictures.zip"">Style Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Style-Simulation-20160422.pdf"">Style Simulation 20160422</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,260-1b-sv,195-sv,196-sv,197-sv,199-sv","453-sv,452-sv,456-sv,455-sv,901-sv","100 st",8523511000,Silver,84x52mm,"Fullfärgstryck, tampo",Polykarbonat,"1GB - 32GB","19 g","84x52,5x1,5mm","USB 2.0",Rohs,0.0,107,105,103,100,99,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,40,39,38,37,36,35,0.0,45,44,43,42,41,40,0.0,47,46,45,44,43,42,0.0,78,77,75,73,72,70,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,30,29,28,27,26,25,0.0,31,30,29,28,27,26,0.0,32,31,30,29,28,27,0.0,34,33,32,31,30,29,0.0,35,34,33,32,31,30,0.0,44,43,42,41,40,39,0.0,64,63,62,61,60,59,0.0,34,33,32,31,30,29,0.0,35,34,33,32,31,30,0.0,36,35,34,33,32,31,0.0,39,38,37,36,35,34,0.0,40,39,38,37,36,35,0.0,49,48,47,46,45,44,0.0,70,69,68,65,64,63,0.0,38,37,36,35,34,33,0.0,39,38,37,36,35,34
50,"Key design USB",11232,"Populära USB Key i borstad aluminium här med något större tryckyta. Kontakten är skyddad med transparent silikonöverdrag.","Populära USB Key i borstad aluminium här med något större tryckyta. Kontakten är skyddad med transparent silikonöverdrag.",11232,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b737db781.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7387a361.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b737482ac.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Key-Design-Pictures.zip"">Key Design Pictures</a>

&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Key-Design-Simulation-20150916.pdf"">Key Design Simulation 20150916</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,260-1b-sv,195-sv,196-sv,197-sv,199-sv","556-sv,411-sv,453-sv,452-sv,456-sv,455-sv,901-sv","100 st",8523511000,Silver,84x52mm,"Fullfärgstryck, tampo",Polykarbonat,"1GB - 32GB","19 g","84x52,5x1,5mm","USB 2.0",Rohs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,30,29,28,27,26,25,0.0,31,30,29,28,27,26,0.0,32,31,30,29,28,27,0.0,35,34,33,32,31,30,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,26,25,24,23,22,21,0.0,27,26,25,24,23,22,0.0,28,27,26,25,24,23,0.0,29,28,27,26,25,24,0.0,30,29,28,27,26,25,0.0,32,31,30,29,28,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,26,25,24,23,22,0.0,28,27,26,25,24,23,0.0,29,28,27,26,25,24,0.0,30,29,28,27,26,25,0.0,31,30,29,28,27,26,0.0,33,32,31,30,29,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,27,26,25,24,23,0.0,29,28,27,26,25,24
51,"Heavy USB",20041,"En favorit i metall som väger tungt bland alla USB minnen.","En favorit i metall som väger tungt bland alla USB minnen.",20041,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b73417eff.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b734bd717.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b73563eb2.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b73614fb3.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b736a449f.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b733625f9.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Heavy-Pictures.zip"">Heavy Pictures</a>

&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Heavy-Simulation-20140819.pdf"">Heavy Simulation 20140819</a>",,"720-sv,191-sv,193-sv,198-sv","194-sv,195-sv,196-sv,197-sv,199-sv","457-sv,454-sv,453-sv,452-sv,456-sv,455-sv,740-sv","100 st",8523511000,Silver,84x52mm,"Fullfärgstryck, tampo",Polykarbonat,"1GB - 32GB","19 g","84x52,5x1,5mm","USB 2.0",Rohs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,43,42,41,40,39,38,0.0,48,47,46,45,44,43,0.0,50,49,48,47,46,45,0.0,81,80,78,76,75,73,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,33,32,31,30,29,28,0.0,34,33,32,31,30,29,0.0,35,34,33,32,31,30,0.0,37,36,35,34,33,32,0.0,38,37,36,35,34,33,0.0,47,46,45,44,43,42,-,-,-,-,-,-,-,0.0,37,36,35,34,33,32,0.0,38,37,36,35,34,33,0.0,39,38,37,36,35,34,0.0,42,41,40,39,38,37,0.0,43,42,41,40,39,38,0.0,52,51,50,49,48,47,-,-,-,-,-,-,-,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37
52,"Ferro twister USB",11242,"Snygg variant av Twist i metall med tillhörande kulkedja. Lämpar sig väl för både tryck och gravyr.","Snygg variant av Twist i metall med tillhörande kulkedja. Lämpar sig väl för både tryck och gravyr.",11242,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b73110fa4.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7319f718.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7323abc0.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b732c8d0f.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b730813e7.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Ferro-Twister-Pictures.zip"">Ferro Twister Pictures</a>

&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Ferro-Twister-Simulation-20140916.pdf"">Ferro Twister Simulation 20140916</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,195-sv,196-sv,197-sv,199-sv","457-sv,453-sv,452-sv,456-sv,901-sv","100 st",8523511000,Silver,84x52mm,"Fullfärgstryck, tampo",Polykarbonat,"1GB - 32GB","19 g","84x52,5x1,5mm","USB 2.0",Rohs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,50,49,48,47,46,45,0.0,54,53,52,51,50,49,0.0,56,55,54,53,52,51,0.0,87,86,84,82,80,78,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,39,38,37,36,35,34,0.0,40,39,38,37,36,35,0.0,41,40,39,38,37,36,0.0,43,42,41,40,39,38,0.0,44,43,42,41,40,39,0.0,53,52,51,50,49,48,0.0,73,71,70,69,68,67,0.0,44,43,42,41,40,39,0.0,45,44,43,42,41,40,0.0,46,45,44,43,42,41,0.0,48,47,46,45,44,43,0.0,49,48,47,46,45,44,0.0,59,58,57,56,54,53,0.0,79,78,76,74,73,71,0.0,48,47,46,45,44,43,0.0,49,48,47,46,45,44
53,"Drop USB",20051,"Mjukt behagligt droppformat minne med gummerad känsla. Standardfärger: Vit, svart, mörkblå 295C, mellanblå 2935C, ljusblå 278C, limegrön 381C, gul 102C, ljusrosa 256C, cerice 258C","Mjukt behagligt droppformat minne med gummerad känsla. Standardfärger: Vit, svart, mörkblå 295C, mellanblå 2935C, ljusblå 278C, limegrön 381C, gul 102C, ljusrosa 256C, cerice 258C",20051,USB-minnen,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b72d6db90.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b72e07081.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b72ea1ce4.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b72f3db43.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b72fd18b6.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b72cc98c7.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Drop-Pictures.zip"">Drop Pictures</a>

&nbsp;

&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Drop-Simulation-20140909.pdf"">Drop Simulation 20140909</a>",,"720-sv,191-sv,192-sv,193-sv,198-sv","194-sv,195-sv,196-sv,197-sv,199-sv","556-sv,411-sv,453-sv,452-sv,740-sv","100 st",8523511000,Silver,84x52mm,"Fullfärgstryck, tampo",Polykarbonat,"1GB - 32GB","19 g","84x52,5x1,5mm","USB 2.0",Rohs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,43,42,41,40,39,38,0.0,47,46,45,44,43,42,0.0,49,48,47,46,45,44,0.0,80,79,78,77,74,72,"552-sv,karbinhake,650-sv,651-sv,551-sv",0.0,32,31,30,29,28,27,0.0,33,32,31,30,29,28,0.0,34,33,32,31,30,29,0.0,36,35,34,33,32,31,0.0,37,36,35,34,33,32,0.0,46,45,44,43,42,41,-,-,-,-,-,-,-,0.0,37,36,35,34,33,32,0.0,38,37,36,35,34,33,0.0,39,38,37,36,35,34,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37,0.0,52,51,50,49,48,47,-,-,-,-,-,-,-,0.0,41,40,39,38,37,36,0.0,42,41,40,39,38,37
